state,county,FIPS,LEVEL,ALAND_SQMI,AWATER_SQMI
GA,Screven County,13251,0.0,645.101,10.767999999999999
GA,Seminole County,13253,0.0,235.231,21.325
GA,Spalding County,13255,2.8731,195.88299999999998,3.708
GA,Stephens County,13257,3.0,179.13099999999997,5.066
GA,Stewart County,13259,0.7016,458.74800000000005,4.865
GA,Sumter County,13261,0.20850000000000002,482.694,9.96
GA,Talbot County,13263,1.1240999999999999,391.389,3.373
GA,Taliaferro County,13265,1.4636000000000002,194.607,0.74
GA,Tattnall County,13267,0.0,479.52099999999996,8.828
GA,Taylor County,13269,1.0,376.686,3.013
GA,Telfair County,13271,0.0,437.30300000000005,6.705
GA,Terrell County,13273,0.6343,335.44,2.263
GA,Thomas County,13275,0.0,544.602,7.617000000000001
GA,Tift County,13277,0.0,260.876,7.912999999999999
GA,Toombs County,13279,0.0,364.006,6.986000000000001
GA,Towns County,13281,2.7109000000000005,166.53099999999998,5.396
GA,Treutlen County,13283,0.0,199.43599999999998,3.014
GA,Troup County,13285,2.9036,413.991,31.971
GA,Turner County,13287,0.0,285.393,4.587
GA,Twiggs County,13289,0.8604999999999999,358.413,4.2219999999999995
GA,Union County,13291,2.7396000000000003,321.968,7.055
GA,Upson County,13293,1.0839999999999999,323.437,4.117
GA,Walker County,13295,3.6115999999999997,446.39,0.6459999999999999
GA,Walton County,13297,2.9408999999999996,325.687,4.313
GA,Ware County,13299,0.0,892.8889999999999,15.097999999999999
GA,Warren County,13301,0.9803000000000001,284.29900000000004,2.388
GA,Washington County,13303,0.47259999999999996,678.454,5.901
GA,Wayne County,13305,0.0,641.794,7.002000000000001
GA,Webster County,13307,0.5252,209.118,1.145
GA,Wheeler County,13309,0.0,295.48400000000004,4.784
GA,White County,13311,3.0,240.697,1.511
GA,Whitfield County,13313,3.0,290.462,0.5920000000000001
GA,Wilcox County,13315,0.0,377.705,4.419
GA,Wilkes County,13317,1.9188,469.49,4.604
GA,Wilkinson County,13319,0.9370999999999999,447.315,4.635
GA,Worth County,13321,0.0,570.707,4.048
HI,Hawaii County,15001,1.4224,4028.45,1057.715
HI,Honolulu County,15003,0.36949999999999994,600.606,1565.616
HI,Kalawao County,15005,0.7221000000000001,11.991,40.836
HI,Kauai County,15007,0.6551,619.884,646.429
HI,Maui County,15009,0.9109,1161.531,1236.798
ID,Ada County,16001,0.5151,1052.519,8.051
ID,Adams County,16003,1.0,1362.805,6.702999999999999
ID,Bannock County,16005,0.0,1112.47,35.564
ID,Bear Lake County,16007,0.0,974.9680000000001,74.626
ID,Benewah County,16009,1.0,776.865,7.327000000000001
ID,Bingham County,16011,0.2748,2093.857,26.458000000000002
ID,Blaine County,16013,0.0004,2637.639,17.242
ID,Boise County,16015,0.1858,1899.559,7.372999999999999
ID,Bonner County,16017,1.0,1733.003,185.13
ID,Bonneville County,16019,0.12369999999999999,1865.9470000000001,34.343
ID,Boundary County,16021,1.0,1268.728,9.328
ID,Butte County,16023,0.084,2236.31,2.03
ID,Camas County,16025,0.0,1074.234,4.459
ID,Canyon County,16027,1.0,587.3969999999999,16.3
ID,Caribou County,16029,0.0,1764.11,34.435
ID,Cassia County,16031,0.0,2565.609,15.12
ID,Clark County,16033,0.0379,1763.18,0.956
ID,Clearwater County,16035,1.0,2457.192,30.711
ID,Custer County,16037,0.0,4922.594,16.367
ID,Elmore County,16039,0.0,3074.985,26.475
ID,Franklin County,16041,0.0,663.216,4.692
ID,Fremont County,16043,0.8545,1863.826,32.159
ID,Gem County,16045,1.0,559.7919999999999,4.801
ID,Gooding County,16047,0.0,729.284,4.853
ID,Idaho County,16049,0.9948,8477.323,26.022
ID,Jefferson County,16051,0.8822,1093.76,12.034
ID,Jerome County,16053,0.0,597.1990000000001,4.979
ID,Kootenai County,16055,1.0,1237.557,71.438
ID,Latah County,16057,1.0,1075.861,0.915
ID,Lemhi County,16059,0.0562,4563.396,5.388999999999999
ID,Lewis County,16061,1.0,478.866,0.9440000000000001
ID,Lincoln County,16063,0.0,1201.405,4.482
ID,Madison County,16065,0.38789999999999997,469.30800000000005,4.053999999999999
ID,Minidoka County,16067,0.0,757.195,5.377999999999999
ID,Nez Perce County,16069,1.0825,848.289,8.246
ID,Oneida County,16071,0.0,1198.843,1.5430000000000001
ID,Owyhee County,16073,0.175,7665.995,30.831
ID,Payette County,16075,1.026,406.897,3.425
ID,Power County,16077,0.0,1403.8229999999999,38.306999999999995
ID,Shoshone County,16079,1.0,2637.599,5.4639999999999995
ID,Teton County,16081,0.0040999999999999995,449.181,1.104
ID,Twin Falls County,16083,0.0,1921.763,7.026
ID,Valley County,16085,0.34850000000000003,3665.218,68.508
ID,Washington County,16087,1.0984,1452.865,20.539
IL,Adams County,17001,1.0547,855.206,16.133
IL,Alexander County,17003,0.7767000000000001,235.521,17.08
IL,Bond County,17005,0.0,380.279,2.481
IL,Boone County,17007,0.0,280.735,1.2890000000000001
IL,Brown County,17009,1.0,305.607,1.598
IL,Bureau County,17011,0.0,869.033,4.47
IL,Calhoun County,17013,1.0,253.825,29.752
IL,Carroll County,17015,0.0,445.06300000000005,21.561
IL,Cass County,17017,1.0,375.811,7.947
IL,Champaign County,17019,0.0,996.2360000000001,2.157
IL,Christian County,17021,0.1193,709.377,6.263
IL,Clark County,17023,0.0,501.421,3.397
IL,Clay County,17025,0.0,468.32599999999996,1.266
IL,Clinton County,17027,0.0,474.085,29.186
IL,Coles County,17029,0.0,508.288,1.788
IL,Cook County,17031,0.3934,944.9910000000001,689.752
IL,Crawford County,17033,0.073,443.631,2.188
IL,Cumberland County,17035,0.0,346.026,0.977
IL,DeKalb County,17037,0.0,631.352,3.3080000000000003
IL,De Witt County,17039,0.0,397.548,7.537000000000001
IL,Douglas County,17041,0.0,416.665,0.5589999999999999
IL,DuPage County,17043,0.0512,327.518,8.822000000000001
IL,Edgar County,17045,0.0,623.374,0.622
IL,Edwards County,17047,0.31170000000000003,222.419,0.302
IL,Effingham County,17049,0.0,478.777,1.229
IL,Fayette County,17051,0.0,716.485,8.857999999999999
IL,Ford County,17053,0.0,485.608,0.633
IL,Franklin County,17055,0.3815,408.89,22.554000000000002
IL,Fulton County,17057,1.3237999999999999,865.595,16.977999999999998
IL,Gallatin County,17059,0.8222,323.07099999999997,5.111000000000001
IL,Greene County,17061,0.9257,543.019,3.253
IL,Grundy County,17063,0.0,418.05199999999996,12.395999999999999
IL,Hamilton County,17065,0.9227,434.666,1.226
IL,Hancock County,17067,1.8749,793.7260000000001,20.67
IL,Hardin County,17069,1.0,177.528,4.05
IL,Henderson County,17071,1.4413999999999998,378.87199999999996,16.348
IL,Henry County,17073,0.0,822.997,2.65
IL,Iroquois County,17075,0.0,1117.2910000000002,1.635
IL,Jackson County,17077,0.0,584.072,18.307000000000002
IL,Jasper County,17079,0.0,494.515,3.6039999999999996
IL,Jefferson County,17081,0.0276,571.1669999999999,12.618
IL,Jersey County,17083,0.6779000000000001,369.281,7.847
IL,Jo Daviess County,17085,0.0,600.906,17.675
IL,Johnson County,17087,0.99,343.917,4.947
IL,Kane County,17089,0.0,520.163,4.1610000000000005
IL,Kankakee County,17091,0.07400000000000001,676.571,4.793
IL,Kendall County,17093,0.0,320.284,1.9780000000000002
IL,Knox County,17095,0.522,716.415,3.411
IL,Lake County,17097,0.0,443.87699999999995,924.513
IL,La Salle County,17099,0.0,1135.137,13.009
IL,Lawrence County,17101,0.2109,372.17800000000005,1.9609999999999999
IL,Lee County,17103,0.0,724.857,4.092
IL,Livingston County,17105,0.0,1044.228,1.699
IL,Logan County,17107,0.7744,618.056,0.87
IL,McDonough County,17109,1.173,589.4069999999999,0.777
IL,McHenry County,17111,0.0,603.221,7.6579999999999995
IL,McLean County,17113,0.0,1183.35,2.92
IL,Macon County,17115,0.1446,580.687,5.1770000000000005
IL,Macoupin County,17117,0.0385,862.919,4.732
IL,Madison County,17119,0.011899999999999999,715.7339999999999,24.826999999999998
IL,Marion County,17121,0.0,572.374,3.6630000000000003
IL,Marshall County,17123,0.0,386.792,11.725
IL,Mason County,17125,1.0,539.238,24.226
IL,Massac County,17127,0.9976999999999999,237.218,4.596
IL,Menard County,17129,1.0,314.437,1.02
IL,Mercer County,17131,0.1073,561.2,7.494
IL,Monroe County,17133,0.0,385.017,13.019
IL,Montgomery County,17135,0.0,703.687,5.99
IL,Morgan County,17137,0.9965999999999999,568.804,3.5
IL,Moultrie County,17139,0.0,335.94300000000004,8.533999999999999
IL,Ogle County,17141,0.0,758.578,4.4110000000000005
IL,Peoria County,17143,0.8504999999999999,619.19,11.392000000000001
IL,Perry County,17145,0.0,441.773,5.18
IL,Piatt County,17147,0.0,439.17,0.292
IL,Pike County,17149,1.0,831.4010000000001,17.484
IL,Pope County,17151,0.9829000000000001,368.77,5.532
IL,Pulaski County,17153,1.0,199.185,4.044
IL,Putnam County,17155,0.0,160.161,12.062999999999999
IL,Randolph County,17157,0.0,575.503,21.701999999999998
IL,Richland County,17159,0.0,360.019,1.8780000000000001
IL,Rock Island County,17161,0.0,427.46,23.828000000000003
IL,Saint Clair County,17163,0.0,657.779,16.252
IL,Saline County,17165,1.0,379.827,6.952999999999999
IL,Sangamon County,17167,0.8137000000000001,868.302,8.717
IL,Schuyler County,17169,1.0,437.273,4.059
IL,Scott County,17171,1.0,250.91299999999998,1.858
IL,Shelby County,17173,0.0,758.5360000000001,9.533999999999999
IL,Stark County,17175,0.0,288.079,0.27399999999999997
IL,Stephenson County,17177,0.0,564.549,0.535
IL,Tazewell County,17179,0.6878,646.886,11.050999999999998
IL,Union County,17181,0.1677,413.46,8.687999999999999
IL,Vermilion County,17183,0.0,898.368,2.909
IL,Wabash County,17185,0.6578,223.25400000000002,4.252
IL,Warren County,17187,0.5733,542.405,0.6459999999999999
IL,Washington County,17189,0.0,562.573,1.334
IL,Wayne County,17191,0.013600000000000001,713.814,1.672
IL,White County,17193,0.6014,494.767,7.095
IL,Whiteside County,17195,0.0,684.25,12.277000000000001
IL,Will County,17197,0.32539999999999997,836.935,12.294
IL,Williamson County,17199,0.4817,420.175,24.177
IL,Winnebago County,17201,0.0,513.399,5.832999999999999
IL,Woodford County,17203,0.0141,527.811,14.831
IN,Adams County,18001,0.0006,339.028,0.938
IN,Allen County,18003,0.1772,657.321,2.7030000000000003
IN,Bartholomew County,18005,0.5216,406.894,2.6310000000000002
IN,Benton County,18007,0.0,406.418,0.091
IN,Blackford County,18009,0.7478,165.08,0.503
IN,Boone County,18011,0.0,422.912,0.33899999999999997
IN,Brown County,18013,0.34409999999999996,311.987,4.643
IN,Carroll County,18015,0.059000000000000004,372.228,2.7910000000000004
IN,Cass County,18017,0.8659,412.155,2.693
IN,Clark County,18019,0.0,372.83,3.569
IN,Clay County,18021,0.0,357.57300000000004,2.748
IN,Clinton County,18023,0.0,405.06699999999995,0.17800000000000002
IN,Crawford County,18025,0.0,305.639,3.0789999999999997
IN,Daviess County,18027,0.021099999999999997,429.48900000000003,7.385
IN,Dearborn County,18029,0.0,305.034,2.381
IN,Decatur County,18031,0.0,372.56800000000004,0.755
IN,DeKalb County,18033,0.0,362.833,1.026
IN,Delaware County,18035,0.8915000000000001,392.12800000000004,3.781
IN,Dubois County,18037,0.0,427.27,8.064
IN,Elkhart County,18039,0.0,463.17400000000004,4.797
IN,Fayette County,18041,0.0,215.021,0.141
IN,Floyd County,18043,0.0,147.988,1.021
IN,Fountain County,18045,0.0,395.666,2.214
IN,Franklin County,18047,0.001,384.431,6.619
IN,Fulton County,18049,0.6770999999999999,368.38699999999994,2.878
IN,Gibson County,18051,0.3883,487.495,11.67
IN,Grant County,18053,0.9227,414.07599999999996,0.8240000000000001
IN,Greene County,18055,0.0,542.509,3.408
IN,Hamilton County,18057,0.0,394.29699999999997,8.14
IN,Hancock County,18059,0.0,306.017,1.008
IN,Harrison County,18061,0.0,484.51599999999996,2.005
IN,Hendricks County,18063,0.0,406.89300000000003,1.885
IN,Henry County,18065,0.0528,391.876,2.9560000000000004
IN,Howard County,18067,0.25170000000000003,292.997,0.924
IN,Huntington County,18069,0.0,382.648,5.072
IN,Jackson County,18071,0.1689,509.315,4.599
IN,Jasper County,18073,0.685,559.629,1.761
IN,Jay County,18075,0.0028000000000000004,383.905,0.177
IN,Jefferson County,18077,0.0,360.63199999999995,2.2569999999999997
IN,Jennings County,18079,0.0,376.59,1.755
IN,Johnson County,18081,0.0,320.43,1.361
IN,Knox County,18083,0.7663,516.029,8.016
IN,Kosciusko County,18085,0.0,531.4209999999999,22.971999999999998
IN,LaGrange County,18087,0.0,379.63,7.0729999999999995
IN,Lake County,18089,1.0,498.89,127.762
IN,LaPorte County,18091,0.8183,598.327,14.933
IN,Lawrence County,18093,0.0027,449.17900000000003,2.75
IN,Madison County,18095,0.40240000000000004,451.916,0.988
IN,Marion County,18097,0.0,396.37699999999995,6.632999999999999
IN,Marshall County,18099,0.1537,443.629,6.114
IN,Martin County,18101,0.0,335.76099999999997,4.646
IN,Miami County,18103,0.7129000000000001,373.842,3.5460000000000003
IN,Monroe County,18105,0.0373,394.524,16.797
IN,Montgomery County,18107,0.0,504.61800000000005,0.828
IN,Morgan County,18109,0.0,403.98800000000006,5.44
IN,Newton County,18111,0.2999,401.755,1.679
IN,Noble County,18113,0.0,410.841,6.5920000000000005
IN,Ohio County,18115,0.0,86.14,1.294
IN,Orange County,18117,0.0,398.38699999999994,9.805
IN,Owen County,18119,0.0,385.3,2.526
IN,Parke County,18121,0.0,444.69199999999995,5.2829999999999995
IN,Perry County,18123,0.0,381.727,4.563
IN,Pike County,18125,0.021099999999999997,334.24300000000005,6.851
IN,Porter County,18127,1.0,418.06300000000005,103.741
IN,Posey County,18129,0.0242,409.57199999999995,9.753
IN,Pulaski County,18131,1.0,433.649,0.885
IN,Putnam County,18133,0.0,480.537,2.157
IN,Randolph County,18135,0.6794,452.379,0.934
IN,Ripley County,18137,0.0,446.426,1.636
IN,Rush County,18139,0.0,408.124,0.337
IN,Saint Joseph County,18141,0.0212,457.88300000000004,3.502
IN,Scott County,18143,0.0,190.39700000000002,2.351
IN,Shelby County,18145,0.0,411.16,1.597
IN,Spencer County,18147,0.0,396.793,4.633
IN,Starke County,18149,1.0,309.13599999999997,3.07
IN,Steuben County,18151,0.0,308.776,13.690999999999999
IN,Sullivan County,18153,0.010700000000000001,447.129,6.987
IN,Switzerland County,18155,0.0,220.66099999999997,2.778
IN,Tippecanoe County,18157,0.0,499.80300000000005,3.44
IN,Tipton County,18159,0.0359,260.541,0.026000000000000002
IN,Union County,18161,0.0962,161.224,3.9530000000000003
IN,Vanderburgh County,18163,0.0,233.68,2.9560000000000004
IN,Vermillion County,18165,0.0,256.878,3.052
IN,Vigo County,18167,0.0,403.474,6.976
IN,Wabash County,18169,0.1452,412.43699999999995,8.539
IN,Warren County,18171,0.0,364.681,1.724
IN,Warrick County,18173,0.0,384.814,6.2379999999999995
IN,Washington County,18175,0.0,513.725,2.873
IN,Wayne County,18177,0.6212,401.74300000000005,2.5989999999999998
IN,Wells County,18179,0.0,368.087,2.161
IN,White County,18181,0.3038,505.126,3.553
IN,Whitley County,18183,0.0,335.569,2.345
IA,Adair County,19001,1.0,569.271,1.003
IA,Adams County,19003,0.9909,423.439,2.0669999999999997
IA,Allamakee County,19005,0.0,639.082,19.689
IA,Appanoose County,19007,2.0,497.293,18.951
IA,Audubon County,19009,1.0,442.961,0.445
IA,Benton County,19011,0.037000000000000005,716.265,2.224
IA,Black Hawk County,19013,0.0,565.7819999999999,6.897
IA,Boone County,19015,1.0,571.572,2.069
IA,Bremer County,19017,0.0,435.47900000000004,3.925
IA,Buchanan County,19019,0.0,571.02,2.096
IA,Buena Vista County,19021,0.8266,574.9019999999999,5.325
IA,Butler County,19023,0.0,580.132,1.625
IA,Calhoun County,19025,1.0,569.846,2.2680000000000002
IA,Carroll County,19027,1.0,569.437,0.828
IA,Cass County,19029,0.8599,564.269,0.679
IA,Cedar County,19031,0.0,579.435,2.4659999999999997
IA,Cerro Gordo County,19033,0.0,568.297,6.822
IA,Cherokee County,19035,0.524,576.906,0.163
IA,Chickasaw County,19037,0.0,504.38,1.278
IA,Clarke County,19039,1.0391,431.167,0.589
IA,Clay County,19041,0.0646,567.238,5.354
IA,Clayton County,19043,0.0,778.4989999999999,14.165
IA,Clinton County,19045,0.0,694.919,15.257
IA,Crawford County,19047,1.0,714.19,0.847
IA,Dallas County,19049,1.0,588.4019999999999,3.2960000000000003
IA,Davis County,19051,2.0,502.18800000000005,2.6660000000000004
IA,Decatur County,19053,1.6648000000000003,531.882,1.599
IA,Delaware County,19055,0.0,577.756,1.19
IA,Des Moines County,19057,1.9559,416.108,13.642999999999999
IA,Dickinson County,19059,0.0,380.606,23.355999999999998
IA,Dubuque County,19061,0.0,608.299,8.162
IA,Emmet County,19063,0.0,395.88199999999995,6.64
IA,Fayette County,19065,0.0,730.83,0.51
IA,Floyd County,19067,0.0,500.63199999999995,0.75
IA,Franklin County,19069,0.0,581.972,0.552
IA,Fremont County,19071,0.23329999999999998,511.125,5.513999999999999
IA,Greene County,19073,1.0,569.572,1.643
IA,Grundy County,19075,0.1222,501.855,0.036000000000000004
IA,Guthrie County,19077,1.0,590.62,2.454
IA,Hamilton County,19079,0.5085000000000001,576.75,0.759
IA,Hancock County,19081,0.0,571.005,2.033
IA,Hardin County,19083,0.3738,569.311,0.685
IA,Harrison County,19085,1.0,696.84,4.795
IA,Henry County,19087,2.0,434.325,2.2319999999999998
IA,Howard County,19089,0.0,473.24800000000005,0.358
IA,Humboldt County,19091,0.6052000000000001,434.36400000000003,1.304
IA,Ida County,19093,0.9978,431.50800000000004,0.5429999999999999
IA,Iowa County,19095,1.0447,586.457,1.037
IA,Jackson County,19097,0.0,636.039,13.568
IA,Jasper County,19099,1.8972,730.418,2.535
IA,Jefferson County,19101,2.0,435.515,1.36
IA,Johnson County,19103,0.0017000000000000001,614.034,9.116
IA,Jones County,19105,0.0,575.621,1.383
IA,Keokuk County,19107,2.0,579.179,0.745
IA,Kossuth County,19109,0.0022,972.7310000000001,1.5930000000000002
IA,Lee County,19111,2.0,517.523,21.348000000000003
IA,Linn County,19113,0.0,716.8989999999999,7.606
IA,Louisa County,19115,0.7955000000000001,401.77099999999996,15.747
IA,Lucas County,19117,1.4306999999999999,430.603,3.804
IA,Lyon County,19119,0.0,587.65,0.129
IA,Madison County,19121,1.0,561.006,1.1520000000000001
IA,Mahaska County,19123,2.0,570.863,2.535
IA,Marion County,19125,1.8998000000000002,554.491,16.018
IA,Marshall County,19127,1.3300999999999998,572.503,0.696
IA,Mills County,19129,0.8365,437.435,3.207
IA,Mitchell County,19131,0.0,469.13300000000004,0.43200000000000005
IA,Monona County,19133,1.0,694.072,4.862
IA,Monroe County,19135,2.0,433.715,0.588
IA,Montgomery County,19137,0.932,424.097,0.9309999999999999
IA,Muscatine County,19139,0.0,437.445,11.684000000000001
IA,O'Brien County,19141,0.0,573.035,0.17300000000000001
IA,Osceola County,19143,0.0,398.68699999999995,0.7090000000000001
IA,Page County,19145,0.2535,534.944,0.525
IA,Palo Alto County,19147,0.2781,563.86,5.574
IA,Plymouth County,19149,0.0,862.828,0.84
IA,Pocahontas County,19151,1.0,577.241,1.416
IA,Polk County,19153,1.0,573.685,17.85
IA,Pottawattamie County,19155,0.5431,950.562,8.58
IA,Poweshiek County,19157,1.9987000000000001,584.918,1.15
IA,Ringgold County,19159,0.9995999999999999,535.501,3.365
IA,Sac County,19161,1.0,575.0219999999999,3.3089999999999997
IA,Scott County,19163,0.0,458.089,10.122
IA,Shelby County,19165,0.7569,590.779,0.574
IA,Sioux County,19167,0.0,767.865,1.128
IA,Story County,19169,1.0,572.68,0.9690000000000001
IA,Tama County,19171,1.1032,721.012,1.069
IA,Taylor County,19173,0.8007,531.9019999999999,2.7539999999999996
IA,Union County,19175,1.0,423.645,2.153
IA,Van Buren County,19177,2.0,484.789,5.73
IA,Wapello County,19179,2.0,431.84,4.181
IA,Warren County,19181,1.0,569.83,3.52
IA,Washington County,19183,1.3796000000000002,568.8530000000001,2.0669999999999997
IA,Wayne County,19185,2.0,525.462,1.679
IA,Webster County,19187,0.6908,715.6189999999999,2.81
IA,Winnebago County,19189,0.0,400.48900000000003,1.229
IA,Winneshiek County,19191,0.0,689.8539999999999,0.27
IA,Woodbury County,19193,0.6451,872.8960000000001,4.94
IA,Worth County,19195,0.0,400.12300000000005,1.818
IA,Wright County,19197,0.0,580.422,1.8159999999999998
KS,Allen County,20001,0.6095,500.30300000000005,5.022
KS,Anderson County,20003,0.2528,579.646,4.087
KS,Atchison County,20005,1.0,431.17199999999997,2.648
KS,Barber County,20007,0.0,1134.079,2.086
KS,Barton County,20009,0.0,895.4010000000001,5.234
KS,Bourbon County,20011,0.6323,635.471,3.6210000000000004
KS,Brown County,20013,1.0,570.872,1.234
KS,Butler County,20015,0.0,1429.8670000000002,16.66
KS,Chase County,20017,0.2933,773.057,4.667
KS,Chautauqua County,20019,0.0636,638.881,5.886
KS,Cherokee County,20021,0.7958,587.568,3.455
KS,Cheyenne County,20023,0.0,1019.89,1.057
KS,Clark County,20025,0.0,974.632,2.55
KS,Clay County,20027,0.0,645.303,10.299000000000001
KS,Cloud County,20029,0.0,715.342,2.6489999999999996
KS,Coffey County,20031,0.3674,626.887,27.206
KS,Comanche County,20033,0.0,788.298,1.392
KS,Cowley County,20035,0.0,1125.742,6.685
KS,Crawford County,20037,0.5728,589.757,5.255
KS,Decatur County,20039,0.0,893.5169999999999,0.63
KS,Dickinson County,20041,0.0,847.067,4.878
KS,Doniphan County,20043,1.0,393.405,4.871
KS,Douglas County,20045,1.0,455.87199999999996,18.764
KS,Edwards County,20047,0.0,621.894,0.08
KS,Elk County,20049,0.3025,644.264,6.2010000000000005
KS,Ellis County,20051,0.0,899.9119999999999,0.462
KS,Ellsworth County,20053,0.0,715.845,7.44
KS,Finney County,20055,0.0,1301.962,0.693
KS,Ford County,20057,0.0,1098.271,0.81
KS,Franklin County,20059,0.8941,571.763,5.374
KS,Geary County,20061,0.22829999999999998,384.621,19.866
KS,Gove County,20063,0.0,1071.665,0.095
KS,Graham County,20065,0.0,898.5269999999999,0.231
KS,Grant County,20067,0.0,574.8,0.345
KS,Gray County,20069,0.0,868.867,0.43
KS,Greeley County,20071,0.0,778.404,0.0
KS,Greenwood County,20073,0.0363,1143.3,9.327
KS,Hamilton County,20075,0.0,996.5139999999999,1.117
KS,Harper County,20077,0.0,801.2689999999999,1.511
KS,Harvey County,20079,0.0,539.756,0.9670000000000001
KS,Haskell County,20081,0.0,577.521,0.35200000000000004
KS,Hodgeman County,20083,0.0,859.992,0.319
KS,Jackson County,20085,1.0,656.2189999999999,1.8019999999999998
KS,Jefferson County,20087,1.0,532.5740000000001,24.103
KS,Jewell County,20089,0.4092,909.7810000000001,4.579
KS,Johnson County,20091,1.0,473.457,6.4670000000000005
KS,Kearny County,20093,0.0,870.543,0.43799999999999994
KS,Kingman County,20095,0.0,863.363,3.2960000000000003
KS,Kiowa County,20097,0.0,722.64,0.23
KS,Labette County,20099,0.8881,645.295,7.8229999999999995
KS,Lane County,20101,0.0,717.414,0.213
KS,Leavenworth County,20103,1.0,463.139,5.805
KS,Lincoln County,20105,0.0,719.3960000000001,1.061
KS,Linn County,20107,1.0,594.064,12.331
KS,Logan County,20109,0.0,1072.994,0.106
KS,Lyon County,20111,0.8236,847.4780000000001,7.939
KS,McPherson County,20113,0.0,898.275,2.3280000000000003
KS,Marion County,20115,0.0708,944.291,9.44
KS,Marshall County,20117,0.3307,900.178,4.9239999999999995
KS,Meade County,20119,0.0,978.0880000000001,1.258
KS,Miami County,20121,1.0,575.6619999999999,14.594000000000001
KS,Mitchell County,20123,0.0,701.7919999999999,17.367
KS,Montgomery County,20125,0.8936,643.528,7.954
KS,Morris County,20127,0.588,695.278,7.61
KS,Morton County,20129,0.0,729.7310000000001,0.196
KS,Nemaha County,20131,0.8809,717.426,2.011
KS,Neosho County,20133,0.9495999999999999,571.472,6.322
KS,Ness County,20135,0.0,1074.738,0.258
KS,Norton County,20137,0.0,878.044,3.252
KS,Osage County,20139,1.0,705.518,14.327
KS,Osborne County,20141,0.07629999999999999,892.5039999999999,1.8559999999999999
KS,Ottawa County,20143,0.0,720.7330000000001,0.603
KS,Pawnee County,20145,0.0,754.263,0.38299999999999995
KS,Phillips County,20147,0.0,885.872,8.685
KS,Pottawatomie County,20149,1.0,841.02,20.889
KS,Pratt County,20151,0.0,735.038,0.684
KS,Rawlins County,20153,0.0,1069.4160000000002,0.16
KS,Reno County,20155,0.0,1255.346,16.764
KS,Republic County,20157,0.0036,717.3710000000001,3.076
KS,Rice County,20159,0.0,726.2330000000001,1.732
KS,Riley County,20161,0.5653,609.781,12.174000000000001
KS,Rooks County,20163,0.0118,890.538,4.619
KS,Rush County,20165,0.0,717.763,0.21
KS,Russell County,20167,0.0,886.26,13.175999999999998
KS,Saline County,20169,0.0,720.2280000000001,1.085
KS,Scott County,20171,0.0,717.585,0.11800000000000001
KS,Sedgwick County,20173,0.0,997.5139999999999,11.607000000000001
KS,Seward County,20175,0.0,639.3330000000001,1.072
KS,Shawnee County,20177,1.0,543.988,11.74
KS,Sheridan County,20179,0.0,895.957,0.25
KS,Sherman County,20181,0.0,1056.0639999999999,0.212
KS,Smith County,20183,0.7506,895.4639999999999,1.5
KS,Stafford County,20185,0.0,792.046,2.8710000000000004
KS,Stanton County,20187,0.0,680.352,0.069
KS,Stevens County,20189,0.0,727.2639999999999,0.18
KS,Sumner County,20191,0.0,1181.624,3.3310000000000004
KS,Thomas County,20193,0.0,1074.687,0.111
KS,Trego County,20195,0.0,889.4760000000001,10.148
KS,Wabaunsee County,20197,1.0,794.299,5.321000000000001
KS,Wallace County,20199,0.0,913.6519999999999,0.054000000000000006
KS,Washington County,20201,0.0,894.7610000000001,3.915
KS,Wichita County,20203,0.0,718.566,0.024
KS,Wilson County,20205,0.8259000000000001,570.419,4.655
KS,Woodson County,20207,0.0,497.82,7.433
KS,Wyandotte County,20209,1.0,151.602,4.591
KY,Adair County,21001,0.0,405.283,7.1160000000000005
KY,Allen County,21003,0.0,344.338,7.526
KY,Anderson County,21005,0.0,201.833,2.437
KY,Ballard County,21007,1.0,246.65900000000002,27.031
KY,Barren County,21009,0.0,487.54400000000004,12.455
KY,Bath County,21011,0.0,278.797,5.207000000000001
KY,Bell County,21013,0.0406,359.0,2.116
KY,Boone County,21015,0.0,246.21599999999998,10.248
KY,Bourbon County,21017,0.0,289.72,1.8719999999999999
KY,Boyd County,21019,0.0,159.86700000000002,2.155
KY,Boyle County,21021,0.0,180.41400000000002,2.494
KY,Bracken County,21023,0.0,205.612,3.335
KY,Breathitt County,21025,0.0,492.414,2.8539999999999996
KY,Breckinridge County,21027,0.0,567.203,18.418
KY,Bullitt County,21029,0.0,297.024,3.24
KY,Butler County,21031,0.0,426.088,5.385
KY,Caldwell County,21033,0.0,344.792,3.359
KY,Calloway County,21035,0.011399999999999999,385.023,25.673000000000002
KY,Campbell County,21037,0.0,151.319,8.101
KY,Carlisle County,21039,1.0,189.43400000000003,9.545
KY,Carroll County,21041,0.0,128.57,8.745
KY,Carter County,21043,0.0,409.496,2.6260000000000003
KY,Casey County,21045,0.0,444.233,1.5030000000000001
KY,Christian County,21047,0.0,717.5060000000001,6.5360000000000005
KY,Clark County,21049,0.0,252.46400000000003,2.6919999999999997
KY,Clay County,21051,0.0,469.24699999999996,1.839
KY,Clinton County,21053,1.3204,197.24599999999998,8.172
KY,Crittenden County,21055,0.5556,359.954,11.187000000000001
KY,Cumberland County,21057,0.2225,305.182,5.726
KY,Daviess County,21059,0.0,458.366,18.208
KY,Edmonson County,21061,0.0,302.885,5.119
KY,Elliott County,21063,0.0,234.31599999999997,1.0070000000000001
